A85DE0A994EEEED17BD0229875B5F585;23;50,36;26;26;-15,7836;-47,9343
A85DE0A994EEEED17BD0229875B5F585;0;27,16;26;26;-15,78248736;-47,93788632
A85DE0A994EEEED17BD0229875B5F585;1;43,21;26;26;-15,7836;-47,9343
A85DE0A994EEEED17BD0229875B5F585;2;29,89;26;26;-15,7836;-47,9343
A85DE0A994EEEED17BD0229875B5F585;3;29,2;26;26;-15,7836;-47,9343
A85DE0A994EEEED17BD0229875B5F585;4;29,5;26;26;-15,7836;-47,9343
A85DE0A994EEEED17BD0229875B5F585;5;27,5;26;26;-15,7836;-47,9343
A85DE0A994EEEED17BD0229875B5F585;6;33;25;26;-15,7836;-47,9343
A85DE0A994EEEED17BD0229875B5F585;7;29,79;25;25;-15,7836;-47,9343
A85DE0A994EEEED17BD0229875B5F585;8;29,5;25;25;-15,7836;-47,9343
